rank,taxid,mean_share_odorant,mean_share_background,share_ratio,ratio_ci_lo,ratio_ci_hi,p,n_molecules,n_odorant_molecules,n_background_molecules,q,taxon
class,6341,8.114546948835257e-05,0.0003145478224307937,0.25797498409389263,0.09252877635338584,0.4998992569093468,0.6127193640317984,457,1957,263882,0.9978001099945002,Polychaeta
class,38410,4.617454143051151e-06,6.198785364230698e-05,0.07448966001784128,0.021883377314959755,0.1620257813239609,0.3719314034298285,194,1957,263882,0.943603745738639,Raphidophyceae
class,117565,0.0,6.9990520167382325e-06,0.0,0.0,0.0,0.9931503424828758,20,1957,263882,0.9978001099945002,Myxini
class,6433,9.195982367510388e-06,2.0599107060969018e-05,0.44642626208467273,0.16870465289106953,0.8161601724204728,0.6011699415029248,161,1957,263882,0.9978001099945002,Sipuncula
class,113509,1.196573623427305e-05,6.699637316456951e-05,0.17860274622449313,0.044824930441959676,0.4299883272984573,0.8133093345332734,78,1957,263882,0.9978001099945002,Polytrichopsida
class,30304,0.00011128878075588633,7.190337156469491e-05,1.5477546926398922,0.8891750313350603,2.7263146144282473,0.9104044797760112,214,1957,263882,0.9978001099945002,Thaliacea
class,7625,0.00037155760293253854,0.00031913377108130903,1.1642691454232619,0.811265002054103,1.6142868640231036,0.9431528423578821,723,1957,263882,0.9978001099945002,Echinoidea
class,5653,6.888182319525806e-05,9.94510744643736e-06,6.926202011013328,0.588889302785225,28.976484312278004,0.02984850757462127,57,1957,263882,0.1410084668180384,Kinetoplastea
class,188708,3.067884632206406e-05,4.821743562310255e-06,6.362604299794994,1.5888833155032536,77.18334811035218,0.014499275036248187,27,1957,263882,0.09029093999845463,Thermotogae
class,183963,3.6749803119956345e-05,0.0001207766894382411,0.30427894067048655,0.06083574138103407,0.7017334006279349,0.88015599220039,136,1957,263882,0.9978001099945002,Halobacteria
class,402688,0.0,5.736581583375866e-05,0.0,0.0,0.0,0.6286185690715465,83,1957,263882,0.9978001099945002,Anthocerotopsida
class,188787,2.544545118420014e-05,0.00011852352407656099,0.21468692719399313,0.0,0.6557261722399399,0.8131093445327734,98,1957,263882,0.9978001099945002,Deinococci
class,117743,0.0017568640335747802,0.0004443319409865599,3.9539449486210168,1.3214055128018767,7.743402069347089,0.010499475026248688,316,1957,263882,0.06947509767368774,Flavobacteriia
class,452283,2.419007234337196e-05,3.6043942738040045e-05,0.6711272548394726,0.09707577607343286,1.7939431269333,0.9402529873506325,79,1957,263882,0.9978001099945002,Exobasidiomycetes
class,6142,1.1582404177380006e-05,2.2196953024838956e-05,0.5218015357521819,0.08750212689229893,1.7248927658105406,0.9752512374381281,66,1957,263882,0.9978001099945002,Scyphozoa
class,186801,0.00023333885082314738,0.0002790806296871155,0.8360983386226037,0.4169042215516972,1.4082223369208275,0.9582020898955053,301,1957,263882,0.9978001099945002,Clostridia
